XAUJPY Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
12/26/2025 09:15,706299.7,706760.7,706248.6,706760.7,461.0,0.07,
12/26/2025 09:00,706590.7,706599.8,706213.6,706530.7,-60.0,-0.01,
12/26/2025 08:45,706099.9,706244.1,705826.7,706244.1,144.2,0.02,
12/26/2025 08:30,705815.4,706028.0,705661.5,705838.2,22.8,0.00,
12/26/2025 08:15,706255.9,706255.9,705758.2,705833.6,-422.3,-0.06,
12/26/2025 08:00,705434.6,705950.2,705266.6,705559.4,124.8,0.02,
12/26/2025 07:45,704970.2,705366.3,704970.2,705250.5,280.3,0.04,
12/26/2025 07:30,704634.9,705352.7,704500.7,704994.1,359.2,0.05,
12/26/2025 07:15,705406.5,705529.6,704635.9,704635.9,-770.6,-0.11,
12/26/2025 07:00,705009.9,705502.7,705009.9,705298.5,288.6,0.04,
12/26/2025 06:45,705980.4,705980.4,704773.5,704979.4,-1001.0,-0.14,
12/26/2025 06:30,705479.7,706013.8,705479.7,705891.8,412.1,0.06,
12/26/2025 06:15,704683.8,705589.2,704683.8,705589.2,905.4,0.13,
12/26/2025 06:00,704449.7,704561.0,704141.1,704195.4,-254.3,-0.04,
12/26/2025 05:45,705152.4,705152.4,704439.2,704439.2,-713.2,-0.10,
12/26/2025 05:30,705046.9,705046.9,704638.6,704948.7,-98.2,-0.01,
12/26/2025 05:15,704067.7,704563.7,703945.5,704278.2,210.5,0.03,
12/26/2025 05:00,703959.1,704213.2,703845.6,703857.8,-101.3,-0.01,
12/26/2025 04:45,703697.4,704223.2,703678.1,703939.1,241.7,0.03,
12/26/2025 04:30,704075.6,704435.1,703272.1,703638.6,-437.0,-0.06,
12/26/2025 04:15,703288.7,704013.0,703288.7,703978.4,689.7,0.10,
12/26/2025 04:00,702519.1,703656.4,702323.9,703609.6,1090.5,0.15,
12/26/2025 03:45,703326.6,703327.9,702441.6,702441.6,-885.0,-0.13,
12/26/2025 03:30,703467.2,703481.1,702935.8,703481.1,13.9,0.00,
12/26/2025 03:15,704842.0,705037.2,703691.8,703691.8,-1150.2,-0.16,
12/26/2025 03:00,704272.9,704449.9,703625.8,704449.9,177.0,0.03,
12/26/2025 02:45,703011.6,704206.5,703011.6,704206.5,1194.9,0.17,
12/26/2025 02:30,703197.9,703197.9,702098.6,702836.6,-361.3,-0.05,
12/26/2025 02:15,703851.4,704171.8,703490.7,703843.6,-7.8,0.00,
12/26/2025 02:00,703846.9,703859.4,703239.1,703777.1,-69.8,-0.01,
12/26/2025 01:45,704383.4,704383.4,703374.6,704013.8,-369.6,-0.05,
12/26/2025 01:30,704578.2,705249.2,703260.4,703991.8,-586.4,-0.08,
12/26/2025 01:15,705227.1,705937.1,704404.1,704404.1,-823.0,-0.12,
12/26/2025 01:00,706705.0,707938.6,705529.4,705691.5,-1013.5,-0.14,
12/26/2025 00:45,704307.1,706327.5,704307.1,706186.2,1879.1,0.27,
12/26/2025 00:30,703895.3,704287.5,703572.3,704037.6,142.3,0.02,
12/26/2025 00:15,703329.5,703530.4,703071.2,703530.4,200.9,0.03,
12/26/2025 00:00,701651.0,702439.0,701561.0,702316.0,665.0,0.09,
12/25/2025 23:45,700929.0,701869.0,700929.0,701649.0,720.0,0.10,
12/25/2025 23:30,700504.0,701033.0,699790.0,700941.0,437.0,0.06,
12/25/2025 23:15,699502.0,701043.0,699443.0,700459.0,957.0,0.14,
12/25/2025 23:00,697914.0,700499.0,695342.0,699473.0,1559.0,0.22,
12/24/2025 18:30,698711.0,698819.0,698277.0,698313.0,-398.0,-0.06,
12/24/2025 18:15,698218.0,698908.0,698193.0,698634.0,416.0,0.06,
12/24/2025 18:00,698542.0,698788.0,698078.0,698217.0,-325.0,-0.05,
12/24/2025 17:45,698619.3,699043.0,698430.0,698557.0,-62.3,-0.01,
12/24/2025 17:30,698563.0,698764.0,698043.0,698195.0,-368.0,-0.05,
12/24/2025 17:15,698737.0,698936.0,697678.0,697885.0,-852.0,-0.12,
12/24/2025 17:00,697368.0,699374.0,697182.0,699118.0,1750.0,0.25,
12/24/2025 16:45,697228.0,697598.1,696688.0,697343.0,115.0,0.02,
12/24/2025 16:30,696456.0,697399.0,696131.0,697188.0,732.0,0.10,
12/24/2025 16:15,695820.0,696393.0,695377.0,696294.0,474.0,0.07,
12/24/2025 16:00,694544.4,696467.9,694077.0,695881.0,1336.6,0.19,
12/24/2025 15:45,693592.0,694431.0,692968.0,694403.0,811.0,0.12,
12/24/2025 15:30,696158.0,696599.0,693994.0,694298.0,-1860.0,-0.27,
12/24/2025 15:15,696602.0,696978.0,694850.0,695132.0,-1470.0,-0.21,
12/24/2025 15:00,695113.0,696465.0,694581.0,696359.0,1246.0,0.18,
12/24/2025 14:45,697901.0,698064.0,694567.0,695291.0,-2610.0,-0.38,
12/24/2025 14:30,699147.0,699592.0,696432.0,698015.0,-1132.0,-0.16,
12/24/2025 14:15,699448.0,699740.0,698965.0,699182.0,-266.0,-0.04,
12/24/2025 14:00,699897.0,700162.0,699288.0,699432.0,-465.0,-0.07,
12/24/2025 13:45,699411.0,699985.0,699122.0,699876.0,465.0,0.07,
12/24/2025 13:30,698557.0,699752.0,698456.0,699435.0,878.0,0.13,
12/24/2025 13:15,699425.0,699889.0,697734.0,698523.0,-902.0,-0.13,
12/24/2025 13:00,700425.0,700737.0,698786.0,699503.0,-922.0,-0.13,
12/24/2025 12:45,699970.0,700669.0,699878.0,700457.0,487.0,0.07,
12/24/2025 12:30,700392.0,700408.0,699873.0,699921.0,-471.0,-0.07,
12/24/2025 12:15,700529.0,700789.0,699966.0,700392.0,-137.0,-0.02,
12/24/2025 12:00,700051.0,700701.0,699941.0,700509.0,458.0,0.07,
12/24/2025 11:45,699540.0,700120.0,699261.0,700063.0,523.0,0.07,
12/24/2025 11:30,699247.0,699611.0,698740.0,699523.0,276.0,0.04,
12/24/2025 11:15,699381.0,699638.0,699162.0,699245.0,-136.0,-0.02,
12/24/2025 11:00,699757.0,699764.0,698928.0,699334.0,-423.0,-0.06,
12/24/2025 10:45,699142.0,699951.0,699073.0,699756.0,614.0,0.09,
12/24/2025 10:30,700167.0,700200.0,698513.0,699151.0,-1016.0,-0.15,
12/24/2025 10:15,699638.0,700505.0,699638.0,700171.0,533.0,0.08,
12/24/2025 10:00,700153.0,701031.0,699637.0,699637.0,-516.0,-0.07,
12/24/2025 09:45,699589.0,700288.0,699537.0,700121.0,532.0,0.08,
12/24/2025 09:30,699439.0,699678.0,698874.0,699598.0,159.0,0.02,
12/24/2025 09:15,698697.0,699646.0,698654.0,699425.0,728.0,0.10,
12/24/2025 09:00,697957.0,698728.0,697798.0,698687.0,730.0,0.10,
12/24/2025 08:45,699432.0,699438.0,697743.0,697830.0,-1602.0,-0.23,
12/24/2025 08:30,698984.0,699879.0,698395.0,699640.0,656.0,0.09,
12/24/2025 08:15,699141.0,699680.0,698819.0,698913.0,-228.0,-0.03,
12/24/2025 08:00,698422.0,699320.0,697261.0,699132.0,710.0,0.10,
12/24/2025 07:45,699045.0,699217.0,698394.0,698394.0,-651.0,-0.09,
12/24/2025 07:30,699371.0,699625.0,698983.0,699037.0,-334.0,-0.05,
12/24/2025 07:15,699690.0,700141.0,699214.0,699370.0,-320.0,-0.05,
12/24/2025 07:00,699518.0,700022.0,699166.0,699690.0,172.0,0.02,
12/24/2025 06:45,699792.0,700031.0,699307.0,699512.0,-280.0,-0.04,
12/24/2025 06:30,698522.0,700268.0,698522.0,699788.0,1266.0,0.18,
12/24/2025 06:15,699078.0,699089.0,698006.0,698523.0,-555.0,-0.08,
12/24/2025 06:00,698936.0,699123.0,698280.0,699074.0,138.0,0.02,
12/24/2025 05:45,700140.0,700414.0,698844.0,698967.0,-1173.0,-0.17,
12/24/2025 05:30,699619.0,700355.0,699305.0,700118.0,499.0,0.07,
12/24/2025 05:15,699313.0,700004.0,699099.0,699593.0,280.0,0.04,
12/24/2025 05:00,700816.0,700906.0,698476.0,699345.0,-1471.0,-0.21,
12/24/2025 04:45,700986.0,701033.0,700298.0,700823.0,-163.0,-0.02,
12/24/2025 04:30,701098.0,701262.0,700614.0,700978.0,-120.0,-0.02,
12/24/2025 04:15,701036.0,701241.0,700348.0,701077.0,41.0,0.01,
12/24/2025 04:00,700508.0,701104.0,700288.0,701002.0,494.0,0.07,
12/24/2025 03:45,700670.0,700747.0,700292.0,700536.0,-134.0,-0.02,
12/24/2025 03:30,699702.0,700817.0,699488.0,700626.0,924.0,0.13,
12/24/2025 03:15,698502.0,700296.0,698449.0,699735.0,1233.0,0.18,
12/24/2025 03:00,697079.0,698670.0,696164.0,698496.0,1417.0,0.20,
12/24/2025 02:45,701705.0,702232.0,696570.0,696802.0,-4903.0,-0.70,
12/24/2025 02:30,701264.0,702107.0,700800.0,701699.0,435.0,0.06,
12/24/2025 02:15,701889.0,702111.0,701101.0,701231.0,-658.0,-0.09,
12/24/2025 02:00,702901.0,703090.0,700778.0,701860.0,-1041.0,-0.15,
12/24/2025 01:45,703405.0,704013.0,703000.0,703004.0,-401.0,-0.06,
12/24/2025 01:30,704280.0,704350.0,703359.0,703366.0,-914.0,-0.13,
12/24/2025 01:15,704165.0,705240.0,703973.0,704246.0,81.0,0.01,
12/24/2025 01:00,703489.0,704907.0,702748.0,704106.0,617.0,0.09,
12/24/2025 00:45,704889.0,704983.0,703095.0,703476.0,-1413.0,-0.20,
12/24/2025 00:30,704863.0,705248.0,704398.0,704915.0,52.0,0.01,
12/24/2025 00:15,703516.0,704977.0,703443.0,704852.0,1336.0,0.19,
12/24/2025 00:00,702947.0,703945.0,702109.0,703564.0,617.0,0.09,
12/23/2025 23:45,703745.0,704380.0,702366.0,702946.0,-799.0,-0.11,
12/23/2025 23:30,701147.0,704135.0,701123.0,703752.0,2605.0,0.37,
12/23/2025 23:15,701492.0,701976.0,700915.0,701110.0,-382.0,-0.05,
12/23/2025 23:00,700399.0,701502.0,700365.0,701494.0,1095.0,0.16,
12/23/2025 22:00,700682.4,700682.4,700682.4,700682.4,0.0,0.00,
12/23/2025 21:45,701058.0,701124.0,700143.0,700440.0,-618.0,-0.09,
12/23/2025 21:30,701495.0,701535.0,701067.0,701068.0,-427.0,-0.06,
12/23/2025 21:15,701637.0,701818.0,701463.0,701474.0,-163.0,-0.02,
12/23/2025 21:00,702700.0,702943.0,701517.0,701625.0,-1075.0,-0.15,
12/23/2025 20:45,701730.0,702976.0,701679.0,702802.0,1072.0,0.15,
12/23/2025 20:30,701646.0,701827.0,701252.0,701730.0,84.0,0.01,
12/23/2025 20:15,701933.0,702055.0,701510.0,701610.0,-323.0,-0.05,
12/23/2025 20:00,701221.0,702035.0,700993.0,701944.0,723.0,0.10,
12/23/2025 19:45,701769.0,701769.0,701169.0,701213.0,-556.0,-0.08,
12/23/2025 19:30,701296.0,701918.0,700992.0,701757.0,461.0,0.07,
12/23/2025 19:15,701646.0,701657.0,700820.0,701312.0,-334.0,-0.05,
12/23/2025 19:00,700360.0,702177.0,700360.0,701605.0,1245.0,0.18,
12/23/2025 18:45,699474.0,700504.0,699403.0,700394.0,920.0,0.13,
12/23/2025 18:30,699625.0,699677.0,698793.0,699425.0,-200.0,-0.03,
12/23/2025 18:15,699559.0,699831.0,699120.0,699620.0,61.0,0.01,
12/23/2025 18:00,699138.8,699923.6,699138.8,699598.0,459.2,0.07,
12/23/2025 17:45,699848.8,699848.8,698730.9,699138.7,-710.1,-0.10,
12/23/2025 17:30,699768.0,699914.3,699268.8,699914.3,146.3,0.02,
12/23/2025 17:15,699641.0,699808.9,699024.9,699808.9,167.9,0.02,
12/23/2025 17:00,699273.3,700010.7,699273.3,699528.8,255.5,0.04,
12/23/2025 16:45,698273.5,699528.0,698273.5,699392.4,1118.9,0.16,
12/23/2025 16:30,697643.4,698316.8,697231.5,698316.8,673.4,0.10,
12/23/2025 16:15,697502.8,698138.3,697249.7,697784.3,281.5,0.04,
12/23/2025 16:00,696958.6,697650.3,696953.4,697650.3,691.7,0.10,
12/23/2025 15:45,696048.0,697284.7,696048.0,697104.5,1056.5,0.15,
12/23/2025 15:30,693942.0,696533.4,693942.0,696056.5,2114.5,0.30,
12/23/2025 15:15,695226.9,695647.3,694166.1,694166.1,-1060.8,-0.15,
12/23/2025 15:00,694701.6,695330.9,693260.5,695330.9,629.3,0.09,
12/23/2025 14:45,696689.6,697395.1,696150.1,696150.1,-539.5,-0.08,
12/23/2025 14:30,698357.3,698357.3,695944.1,695944.1,-2413.2,-0.35,
12/23/2025 14:15,699110.0,699235.0,698243.0,698452.0,-658.0,-0.09,
12/23/2025 14:00,700056.0,700319.0,698924.0,699151.0,-905.0,-0.13,
12/23/2025 13:45,700791.0,701177.0,698900.0,699537.0,-1254.0,-0.18,
12/23/2025 13:30,700116.0,701591.0,700080.0,700719.0,603.0,0.09,
12/23/2025 13:15,700901.0,701314.0,699818.0,700132.0,-769.0,-0.11,
12/23/2025 13:00,699724.0,701008.0,699724.0,700902.0,1178.0,0.17,
12/23/2025 12:45,699273.0,700013.0,699267.0,699763.0,490.0,0.07,
12/23/2025 12:30,699247.0,699444.0,698903.0,699333.0,86.0,0.01,
12/23/2025 12:15,699401.0,699432.0,698898.0,699231.0,-170.0,-0.02,
12/23/2025 12:00,700664.0,700717.0,699360.0,699431.0,-1233.0,-0.18,
12/23/2025 11:45,699753.0,700761.0,699686.0,700667.0,914.0,0.13,
12/23/2025 11:30,698815.0,699760.0,698798.0,699724.0,909.0,0.13,
12/23/2025 11:15,698964.0,699296.0,698728.0,698815.0,-149.0,-0.02,
12/23/2025 11:00,698964.0,699324.0,698772.0,698943.0,-21.0,0.00,
12/23/2025 10:45,698858.0,699156.0,698627.0,698957.0,99.0,0.01,
12/23/2025 10:30,699339.0,699351.0,698773.0,698875.0,-464.0,-0.07,
12/23/2025 10:15,699155.0,699663.0,698835.0,699325.0,170.0,0.02,
12/23/2025 10:00,698584.0,699326.0,698454.0,699150.0,566.0,0.08,
12/23/2025 09:45,698492.0,698919.0,698211.0,698580.0,88.0,0.01,
12/23/2025 09:30,698892.0,699201.0,698272.0,698466.0,-426.0,-0.06,
12/23/2025 09:15,697873.0,698928.0,697389.0,698885.0,1012.0,0.14,
12/23/2025 09:00,700026.0,700069.0,697574.0,697862.0,-2164.0,-0.31,
12/23/2025 08:45,700502.0,700698.0,699982.0,700029.0,-473.0,-0.07,
12/23/2025 08:30,699756.0,700776.0,699446.0,700537.0,781.0,0.11,
12/23/2025 08:15,700241.0,700488.0,699856.0,699856.0,-385.0,-0.06,
12/23/2025 08:00,700007.0,700414.0,699636.0,700215.0,208.0,0.03,
12/23/2025 07:45,699300.0,700387.0,699204.0,700008.0,708.0,0.10,
12/23/2025 07:30,699783.0,700000.0,699193.0,699287.0,-496.0,-0.07,
12/23/2025 07:15,699579.0,700038.0,699387.0,699731.0,152.0,0.02,
12/23/2025 07:00,699396.0,699567.0,699034.0,699560.0,164.0,0.02,
12/23/2025 06:45,698407.0,699390.0,698270.0,699366.0,959.0,0.14,
12/23/2025 06:30,698428.0,698899.0,698314.0,698413.0,-15.0,0.00,
12/23/2025 06:15,697607.0,698371.0,697538.0,698361.0,754.0,0.11,
12/23/2025 06:00,697873.0,698637.0,697366.0,697616.0,-257.0,-0.04,
12/23/2025 05:45,698835.0,699217.0,697901.0,697914.0,-921.0,-0.13,
12/23/2025 05:30,698326.0,699309.0,697749.0,698851.0,525.0,0.08,
12/23/2025 05:15,698507.0,698716.0,697843.0,698359.0,-148.0,-0.02,
12/23/2025 05:00,698988.0,699456.0,698448.0,698527.0,-461.0,-0.07,
12/23/2025 04:45,699658.0,699684.0,698783.0,698981.0,-677.0,-0.10,
12/23/2025 04:30,699925.0,700045.0,699382.0,699649.0,-276.0,-0.04,
12/23/2025 04:15,699688.0,700057.0,699546.0,699925.0,237.0,0.03,
12/23/2025 04:00,700470.0,700522.0,699570.0,699699.0,-771.0,-0.11,
12/23/2025 03:45,700834.0,701038.0,700253.0,700537.0,-297.0,-0.04,
12/23/2025 03:30,701062.0,701244.0,700772.0,700831.0,-231.0,-0.03,
12/23/2025 03:15,701005.0,701407.0,700418.0,701050.0,45.0,0.01,
12/23/2025 03:00,702285.0,702649.0,700858.0,700962.0,-1323.0,-0.19,
12/23/2025 02:45,702436.0,702495.0,701375.0,702175.0,-261.0,-0.04,
12/23/2025 02:30,701292.0,702677.0,701292.0,702371.0,1079.0,0.15,
12/23/2025 02:15,701521.0,702107.0,701062.0,701290.0,-231.0,-0.03,
12/23/2025 02:00,701733.0,701785.0,700663.0,701502.0,-231.0,-0.03,
12/23/2025 01:45,701640.0,702244.0,701120.0,701745.0,105.0,0.01,
12/23/2025 01:30,700808.0,702099.0,700730.0,701521.0,713.0,0.10,
12/23/2025 01:15,701986.0,702036.0,699599.0,700732.0,-1254.0,-0.18,
12/23/2025 01:00,699909.0,702247.0,699909.0,701950.0,2041.0,0.29,
12/23/2025 00:45,700127.0,700403.0,699706.0,699889.0,-238.0,-0.03,
12/23/2025 00:30,700234.0,700500.0,699782.0,700112.0,-122.0,-0.02,
12/23/2025 00:15,699995.0,700424.0,699752.0,700242.0,247.0,0.04,
12/23/2025 00:00,699599.0,700110.0,699086.0,699986.0,387.0,0.06,
12/22/2025 23:45,699018.0,699773.0,698562.0,699618.0,600.0,0.09,
12/22/2025 23:30,699323.0,699323.0,698324.0,699033.0,-290.0,-0.04,
12/22/2025 23:15,699039.0,699676.0,698948.0,699315.0,276.0,0.04,
12/22/2025 23:00,698157.0,699063.0,698024.0,699049.0,892.0,0.13,
12/22/2025 22:00,697754.6,697754.6,697754.6,697754.6,0.0,0.00,
12/22/2025 21:45,697919.0,698133.0,697638.0,697773.0,-146.0,-0.02,
12/22/2025 21:30,698287.0,698479.0,697889.0,697993.0,-294.0,-0.04,
12/22/2025 21:15,697478.0,698433.0,697395.0,698287.0,809.0,0.12,
12/22/2025 21:00,696820.0,697566.0,696791.0,697478.0,658.0,0.09,
12/22/2025 20:45,695967.0,696925.0,695896.0,696814.0,847.0,0.12,
12/22/2025 20:30,695548.0,696090.0,695503.0,695966.0,418.0,0.06,
12/22/2025 20:15,696619.0,696646.0,695470.0,695541.0,-1078.0,-0.15,
12/22/2025 20:00,695602.0,696684.0,695602.0,696601.0,999.0,0.14,
12/22/2025 19:45,695798.0,695940.0,695459.0,695607.0,-191.0,-0.03,
12/22/2025 19:30,695845.0,696063.0,695562.0,695798.0,-47.0,-0.01,
12/22/2025 19:15,695498.0,695909.0,695358.0,695849.0,351.0,0.05,
12/22/2025 19:00,696075.0,696185.0,695372.0,695461.0,-614.0,-0.09,
12/22/2025 18:45,695957.0,696246.0,695342.0,696078.0,121.0,0.02,
12/22/2025 18:30,696010.0,696613.0,695830.0,695939.0,-71.0,-0.01,
12/22/2025 18:15,696154.0,696371.0,695890.0,696055.0,-99.0,-0.01,
12/22/2025 18:00,696213.0,696278.0,695836.0,696145.0,-68.0,-0.01,
12/22/2025 17:45,695533.0,696245.0,695533.0,696127.0,594.0,0.09,
12/22/2025 17:30,695452.0,695785.0,694871.0,695548.0,96.0,0.01,
12/22/2025 17:15,696756.0,696803.0,695398.0,695475.0,-1281.0,-0.18,
12/22/2025 17:00,696589.0,696760.0,695812.0,696734.0,145.0,0.02,
12/22/2025 16:45,696125.5,696626.0,696014.6,696580.0,454.5,0.07,
12/22/2025 16:30,696593.0,697119.0,695674.0,696581.0,-12.0,0.00,
12/22/2025 16:15,696348.0,696851.0,695864.0,696784.0,436.0,0.06,
12/22/2025 16:00,695678.0,696394.0,695187.0,695956.0,278.0,0.04,
12/22/2025 15:45,694971.0,695879.0,694971.0,695692.0,721.0,0.10,
12/22/2025 15:30,693852.0,694784.0,693647.0,694759.0,907.0,0.13,
12/22/2025 15:15,693576.0,694003.0,693172.0,693719.0,143.0,0.02,
12/22/2025 15:00,693875.0,694665.0,693562.0,693898.0,23.0,0.00,
12/22/2025 14:45,694007.0,695258.0,693842.0,694988.0,981.0,0.14,
12/22/2025 14:30,694689.0,694689.0,692841.0,693984.0,-705.0,-0.10,
12/22/2025 14:15,695422.0,695833.0,694601.0,694686.0,-736.0,-0.11,
12/22/2025 14:00,695330.0,695671.0,694968.0,695417.0,87.0,0.01,
12/22/2025 13:45,694703.0,695479.0,694311.0,695332.0,629.0,0.09,
12/22/2025 13:30,694900.0,695416.0,694215.0,694688.0,-212.0,-0.03,
12/22/2025 13:15,694248.0,695138.0,694029.0,694890.0,642.0,0.09,
12/22/2025 13:00,695027.0,695698.0,694029.0,695490.4,463.4,0.07,
12/22/2025 12:45,693968.0,695009.0,693958.0,695006.0,1038.0,0.15,
12/22/2025 12:30,694109.0,694261.0,693788.0,693958.0,-151.0,-0.02,
12/22/2025 12:15,693685.0,694410.0,693621.0,694117.0,432.0,0.06,
12/22/2025 12:00,694185.0,694679.0,693551.0,693685.0,-500.0,-0.07,
12/22/2025 11:45,694007.0,694267.0,693871.0,694239.0,232.0,0.03,
12/22/2025 11:30,693912.0,694475.0,693812.0,693984.0,72.0,0.01,
12/22/2025 11:15,693786.0,694042.0,693643.0,693919.0,133.0,0.02,
12/22/2025 11:00,693909.0,693999.0,693414.0,693786.0,-123.0,-0.02,
12/22/2025 10:45,693894.0,694422.0,693846.0,693910.0,16.0,0.00,
12/22/2025 10:30,694260.0,694261.0,693503.0,693899.0,-361.0,-0.05,
12/22/2025 10:15,694624.0,694712.0,694205.0,694230.0,-394.0,-0.06,
12/22/2025 10:00,694585.0,694889.0,694431.0,694626.0,41.0,0.01,
12/22/2025 09:45,694659.0,695078.0,694546.0,694571.0,-88.0,-0.01,
12/22/2025 09:30,694945.0,694960.0,694521.0,694673.0,-272.0,-0.04,
12/22/2025 09:15,694865.0,695153.0,694676.0,694918.0,53.0,0.01,
12/22/2025 09:00,694498.0,694923.0,694321.0,694879.0,381.0,0.05,
12/22/2025 08:45,694504.0,694647.0,693909.0,694514.0,10.0,0.00,
12/22/2025 08:30,694591.0,694882.0,694041.0,694495.0,-96.0,-0.01,
12/22/2025 08:15,694771.0,694776.0,694174.0,694590.0,-181.0,-0.03,
12/22/2025 08:00,695201.0,695201.0,694353.0,694773.0,-428.0,-0.06,
12/22/2025 07:45,694942.0,695281.0,694596.0,695239.0,297.0,0.04,
12/22/2025 07:30,695169.0,695531.0,694487.0,694935.0,-234.0,-0.03,
12/22/2025 07:15,694671.0,695346.0,694446.0,695155.0,484.0,0.07,
12/22/2025 07:00,695338.0,695471.0,694178.0,694652.0,-686.0,-0.10,
12/22/2025 06:45,693587.0,695438.0,693560.0,695344.0,1757.0,0.25,
12/22/2025 06:30,692414.0,693774.0,692363.0,693611.0,1197.0,0.17,
12/22/2025 06:15,692868.0,692973.0,692160.0,692343.0,-525.0,-0.08,
12/22/2025 06:00,692410.0,693016.0,692110.0,692859.0,449.0,0.06,
12/22/2025 05:45,692419.0,693205.0,692131.0,692375.0,-44.0,-0.01,
12/22/2025 05:30,692929.0,693720.0,691781.0,692432.0,-497.0,-0.07,
12/22/2025 05:15,692188.0,692993.0,691707.0,692926.0,738.0,0.11,
12/22/2025 05:00,691833.0,692560.0,691710.0,692177.0,344.0,0.05,
12/22/2025 04:45,691217.0,692188.0,691212.0,691850.0,633.0,0.09,
12/22/2025 04:30,691318.0,691506.0,691054.0,691217.0,-101.0,-0.01,
12/22/2025 04:15,691547.0,691705.0,691136.0,691313.0,-234.0,-0.03,
12/22/2025 04:00,691050.0,691594.0,690943.0,691567.0,517.0,0.07,
12/22/2025 03:45,690912.0,691360.0,690885.0,691028.0,116.0,0.02,
12/22/2025 03:30,691043.0,691532.0,690757.0,690912.0,-131.0,-0.02,
12/22/2025 03:15,690672.0,691244.0,690414.0,690977.0,305.0,0.04,
12/22/2025 03:00,690406.0,690977.0,690210.0,690667.0,261.0,0.04,
12/22/2025 02:45,689850.0,690695.0,689632.0,690374.0,524.0,0.08,
12/22/2025 02:30,688642.0,689849.0,688642.0,689833.0,1191.0,0.17,
12/22/2025 02:15,688742.0,689201.0,688619.0,688619.0,-123.0,-0.02,
12/22/2025 02:00,689335.0,689426.0,688570.0,688779.0,-556.0,-0.08,
12/22/2025 01:45,689473.0,689763.0,688872.0,689338.0,-135.0,-0.02,
12/22/2025 01:30,687398.0,689959.0,687337.0,689503.0,2105.0,0.31,
12/22/2025 01:15,687061.0,687833.0,686778.0,687455.0,394.0,0.06,
12/22/2025 01:00,687646.0,688791.0,686598.0,687030.0,-616.0,-0.09,
12/22/2025 00:45,687094.0,687869.0,687093.0,687657.0,563.0,0.08,
12/22/2025 00:30,687533.0,688148.0,687091.0,687115.0,-418.0,-0.06,
12/22/2025 00:15,686742.0,687655.0,686630.0,687537.0,795.0,0.12,
12/22/2025 00:00,686404.0,687771.0,686404.0,686765.0,361.0,0.05,
12/21/2025 23:45,685513.0,686886.0,685513.0,686375.0,862.0,0.13,
12/21/2025 23:30,685278.0,685634.0,685059.0,685515.0,237.0,0.03,
12/21/2025 23:15,684571.0,685406.0,684412.0,685305.0,734.0,0.11,
12/21/2025 23:00,683420.0,684702.0,683371.0,684598.0,1178.0,0.17,
